№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
40,21.10.2021четверг,9.0,10.3,зачет,ЗГС-1914,,История транспорта,28,513 (I),доц. Ветерков Александр Иванович
41,21.10.2021четверг,10.4,12.1,зачет,ЗГС-1914,,История транспорта,28,513 (I),доц. Ветерков Александр Иванович
42,22.10.2021пятница,9.0,10.3,прак. занятие,ЗГС-1914,,Инженерная и компьютерная графика,28,445 (I),ст. преп. Гусарова Ольга Федоровна
43,22.10.2021пятница,10.4,12.1,прак. занятие,ЗГС-1914,,Инженерная и компьютерная графика,28,445 (I),ст. преп. Гусарова Ольга Федоровна
44,23.10.2021суббота,9.0,10.3,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,532 (I),ст. преп. Капитонова Ирина Владимировна
45,23.10.2021суббота,10.4,12.1,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,532 (I),ст. преп. Капитонова Ирина Владимировна
46,23.10.2021суббота,12.2,13.5,прак. занятие,ЗГС-1914,,Техники публичного выступления,28,514 (I),доц. Лапшина Светлана Сергеевна
47,23.10.2021суббота,14.3,16.0,прак. занятие,ЗГС-1914,,Техники публичного выступления,28,514 (I),доц. Лапшина Светлана Сергеевна
48,21.03.2022понедельник,12.2,13.5,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Тайм-менеджмент и личная эффективность,106,520 (I),ст. преп. Касымова Динара Маркленовна
49,21.03.2022понедельник,14.3,16.0,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Тайм-менеджмент и личная эффективность,106,520 (I),ст. преп. Касымова Динара Маркленовна
50,21.03.2022понедельник,16.1,17.4,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Россия в глобальной истории,106,520 (I),доц. Ветерков Александр Иванович
51,21.03.2022понедельник,17.5,19.2,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Россия в глобальной истории,106,520 (I),доц. Ветерков Александр Иванович
52,22.03.2022вторник,9.0,10.3,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
53,22.03.2022вторник,10.4,12.1,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
54,22.03.2022вторник,12.2,13.5,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
55,22.03.2022вторник,14.3,16.0,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
56,23.03.2022среда,9.0,10.3,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
57,23.03.2022среда,10.4,12.1,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
58,23.03.2022среда,12.2,13.5,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
59,23.03.2022среда,14.3,16.0,прак. занятие,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
60,24.03.2022четверг,9.0,10.3,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Математика,106,520 (I),проф. Максимова Людмила Анатольевна
61,24.03.2022четверг,10.4,12.1,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Математика,106,520 (I),проф. Максимова Людмила Анатольевна
62,24.03.2022четверг,12.2,13.5,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Правовая культура,106,520 (I),доц. Ордина Ольга Николаевна
63,24.03.2022четверг,14.3,16.0,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Правовая культура,106,520 (I),доц. Ордина Ольга Николаевна
64,25.03.2022пятница,9.0,10.3,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Математика,106,520 (I),проф. Максимова Людмила Анатольевна
65,25.03.2022пятница,10.4,12.1,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Математика,106,520 (I),проф. Максимова Людмила Анатольевна
66,25.03.2022пятница,12.2,13.5,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Основы комплексной безопасности,106,473 (II),доц. Устинова Марина Владимировна
67,25.03.2022пятница,14.3,16.0,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Основы комплексной безопасности,106,473 (II),доц. Устинова Марина Владимировна
68,26.03.2022суббота,9.0,10.3,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Россия в глобальной истории,106,520 (I),доц. Ветерков Александр Иванович
69,26.03.2022суббота,10.4,12.1,лекция,"ЗГС-1911, ЗГС-1912, ЗГС-1913, ЗГС-1914",,Россия в глобальной истории,106,520 (I),доц. Ветерков Александр Иванович
70,26.03.2022суббота,12.2,13.5,прак. занятие,ЗГС-1914,,Основы комплексной безопасности,28,105 (III),асс. Самойлов Вадим Вадимович
71,26.03.2022суббота,14.3,16.0,прак. занятие,ЗГС-1914,,Основы комплексной безопасности,28,105 (III),асс. Самойлов Вадим Вадимович
72,26.03.2022суббота,17.5,19.2,"прак. занятие, вебинар Teams",ЗГС-1914,,Физическая культура и спорт,28,,доц. Никольская Татьяна Вячеславовна
73,26.03.2022суббота,19.3,21.0,"прак. занятие, вебинар Teams",ЗГС-1914,,Физическая культура и спорт,28,,доц. Никольская Татьяна Вячеславовна
74,28.03.2022понедельник,9.0,10.3,прак. занятие,,ЗГС-1914-1,Информатика,15,222в (I),доц. Дорохов Виталий Сергеевич
75,28.03.2022понедельник,9.0,10.3,прак. занятие,,ЗГС-1914-2,Информатика,15,222б (I),асс. Малых Алексей Николаевич
76,28.03.2022понедельник,10.4,12.1,прак. занятие,,ЗГС-1914-1,Информатика,15,222в (I),доц. Дорохов Виталий Сергеевич
77,28.03.2022понедельник,10.4,12.1,прак. занятие,,ЗГС-1914-2,Информатика,15,222б (I),асс. Малых Алексей Николаевич
78,28.03.2022понедельник,12.2,13.5,прак. занятие,ЗГС-1914,,Россия в глобальной истории,28,429а (I),доц. Ветерков Александр Иванович
79,28.03.2022понедельник,14.3,16.0,прак. занятие,ЗГС-1914,,Россия в глобальной истории,28,429а (I),доц. Ветерков Александр Иванович
80,28.03.2022понедельник,16.1,17.4,прак. занятие,ЗГС-1914,,Тайм-менеджмент и личная эффективность,28,515 (I),ст. преп. Касымова Динара Маркленовна
81,29.03.2022вторник,9.0,10.3,прак. занятие,ЗГС-1914,,Математика,28,532 (I),проф. Максимова Людмила Анатольевна
82,29.03.2022вторник,10.4,12.1,прак. занятие,ЗГС-1914,,Математика,28,532 (I),проф. Максимова Людмила Анатольевна
83,29.03.2022вторник,12.2,13.5,прак. занятие,ЗГС-1914,,Правовая культура,28,522 (I),доц. Ордина Ольга Николаевна
84,29.03.2022вторник,14.3,16.0,прак. занятие,ЗГС-1914,,Правовая культура,28,522 (I),доц. Ордина Ольга Николаевна
85,29.03.2022вторник,16.1,17.4,прак. занятие,ЗГС-1914,,Тайм-менеджмент и личная эффективность,28,515 (I),ст. преп. Касымова Динара Маркленовна
86,30.03.2022среда,9.0,10.3,прак. занятие,ЗГС-1914,,Физика,28,504 (I),доц. Климова Татьяна Федоровна
87,30.03.2022среда,10.4,12.1,прак. занятие,ЗГС-1914,,Физика,28,504 (I),доц. Климова Татьяна Федоровна
88,30.03.2022среда,12.2,13.5,зачет,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
89,30.03.2022среда,14.3,16.0,зачет,ЗГС-1914,,Иностранный язык (английский),28,318 (I),ст. преп. Капитонова Ирина Владимировна
90,31.03.2022четверг,9.0,10.3,зачет,ЗГС-1914,,Техники публичного выступления,28,318 (I),доц. Лапшина Светлана Сергеевна
